game_id,anchor_fen,moves,winner
g55661,1r2r1k1/2q3p1/p1nbbp2/1p2p3/2P4Q/1P1P1NP1/P2B1PBP/R4RK1 b - - 0 17,c6b4 f3e1 e8d8 g2e4 f6f5 e4g2 d6e7 h4h5 b4d3 c4b5 b8b5 e1d3 d8d3 h5e2 e5e4 a1c1 c7d7 d2c3 e7b4 c3b4 b5b4 f1d1 b4d4 d1d3 d4d3 g2f1 d3d2 e2a6 d2d1 c1d1 d7d1 a6e2 d1c1 e2a6 e6c8 a6g6 c1c2 f1c4 g8h8 g6h5,white
g44602,r2q1rk1/2p1bppp/p1np1nb1/1p2p3/4P1P1/P1PPBN1P/BP1N1P2/R2QK2R w KQ - 2 12,d1e2 a6a5 g4g5 f6d7 h3h4 g6h5 e2f1 b5b4 c3b4 a5b4 a3b4 c6b4 a2f7 f8f7 a1a8 d8a8 e1e2 d7c5 e3c5 d6c5 f1c1 a8a6 c1c3 b4c6 e2e3 c6d4 f3e5 f7f8 b2b3 a6e6 d2c4 h5f3 h1g1 e6h3 g1g3 h3f1 c3b2 f1e1 b2e2 e1e2,black
g107420,r2B2k1/p4p1p/3p4/2p1p3/8/N5KP/P1P3P1/3R4 b - - 0 27,a8d8 a3c4 f7f5 d1d6 d8d6 c4d6 f5f4 g3f3 g8g7 f3e4 g7f6 d6c4 h7h5 c4e5 h5h4 e5f3 a7a5 f3h4 c5c4 e4f4 f6e6 h4f3 e6d5 h3h4 c4c3 h4h5 d5c4 h5h6 c4b4 h6h7 b4a3 h7h8q a3a2 h8c3 a5a4 f3d2 a4a3 c3b3 a2a1 b3b1,white
g169604,1k1r1r2/ppp1b2p/2bq4/3B2p1/2P1p3/4B1PP/PP2N3/1KR4Q w - - 3 22,h1g1 b7b6 c1d1 c6d5 d1d5 d6e6 g1d1 d8d5 c4d5 e6d6 e2c3 e7f6 e3d4 f6d4 d1d4 d6g3 d4e4 g3f4 e4e7 f4f7 e7b4 f7f1 b1c2 f1f2 c2b3 f2c5 b4a4 a7a5 a4d7 c5b4 b3c2 f8f2 c2d3 f2f3 d3c2 b4d6 d7h7 f3f2 c2b3 d6b4,black
g823,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,h2h3 a7a5 a2a3 a8a6 e2e4 a6e6 d2d3 d7d5 b1c3 g8f6 c1d2 d5e4 d3e4 f6e4 c3e4 e6e4 f1e2 e7e6 f2f3 d8h4 e1f1 f8c5 e2b5 c7c6 b5d3 h4f2,black
g123126,7r/1bk2ppp/n3p2n/1RbpP1N1/8/2P4P/5PP1/R5K1 b - - 7 27,c7c6 a1b1 h8b8 g5h7 d5d4 c3d4 c5d4 h7g5 d4e5 b5e5 c6d6 e5b5 f7f6 b5b6 b7c6 g5e4 d6c7 b6b8 a6b8 e4c5 e6e5 c5e6 c7d6 e6g7 b8d7 b1d1 d6e7 g7h5 h6f5 d1c1 c6d5 c1c7 e7e6 g2g4 f5d4 h5g7 e6d6 c7c8 d4e6 g7f5,white
g32401,r4rk1/1pp1qp1p/6p1/1P1pPb2/3N1Qn1/2NP1B2/P4PPP/R3K2R w KQ - 1 20,d4f5 g6f5 f4f5 e7a3 c3d5 a3a5 e1f1 g4f2 f1f2 a5d2 f2g3 d2h6 d5f6 g8h8 f6g4 f8g8 g3f2 g8g5 f5f7 h6b6 g4e3 g5e5 h1e1 b6b5 a1d1 a8a2 f2g3 e5g5 f3g4 b5e5 g3h4 e5h2 h4g5 h7h6 g5g6 a2a6 g4e6 h2g3 g6f6 g3g5,black
g83964,rn3rk1/p2b1ppp/5n2/qp1Pb3/8/2N1B3/PP1Q1PPP/R3KBNR w KQ - 1 15,c3d1 a5d2 e3d2 e5d4 d2e3 f8e8 g1f3 d4b6 f1e2 f6g4 e3b6 a7b6 f3d4 a8a4 h2h3 a4d4 h3g4 d7g4 d1c3 b5b4 f2f3 b4c3 b2c3 d4d5 f3g4 d5e5 e1g1 e5e2 a2a4 b8c6 f1d1 e2e4 d1d6 c6e5 g4g5 e5g4 d6b6 e4e1 a1e1 e8e1,black
g174823,r5k1/pp3pp1/n1p1bn1p/4p3/1PP1P2P/b4PN1/2KrB1P1/1R5R w - - 0 21,c2d2 a3b4 d2c2 c6c5 c2b3 b7b5 h1d1 b5c4 e2c4 e6c4 b3c4 g8f8 g3f5 f6e8 g2g4 a6c7 g4g5 h6g5 h4g5 c7e6 d1h1 f8g8 f5e7 g8f8 e7f5 f8g8 b1d1 e6d4 h1h3 d4f5 e4f5 e8d6 c4d5 d6f5 d5e5 g7g6 f3f4 a8e8 e5f6 e8e6,black
g81452,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e6 d2d4 c7c6 c2c4 d7d5 e4d5 c6d5 c4c5 b7b6 c5b6 a7b6 b1c3 g8f6 g1f3 f8d6 f1d3 c8d7 c1g5 h7h6 g5h4 d6e7 e1g1 e8g8 f3e5 d7e8 d3b1 f6d7 h4e7 d8e7 d1d3 d7e5 d3h7,white
g102609,6k1/5p2/6pp/8/1N2n3/6PP/1r3P2/5RK1 w - - 2 36,b4d3 b2d2 d3f4 g8g7 h3h4 f7f5 g1g2 g6g5 h4g5 h6g5 f4h3 g7f6 g2f3 g5g4 f3e3 g4h3 g3g4 d2b2 g4f5 e4g5 e3f4 b2b4 f4g3 f6f5 f1c1 b4b3 g3h2 b3b2 c1c5 f5g4 c5c4 g4f3 c4c3 f3f2 c3c2 b2c2 h2h1 f2g3 h1g1 c2c1,black
g107573,r1b1kbnr/ppp1pppp/8/3Pq3/2p1P3/2N5/PP3PPP/R2QKBNR b KQkq - 0 7,g8f6 f2f3 e7e6 f1c4 e6d5 c4d5 f8b4 g1e2 f6d5 d1d5 e5d5 e4d5 e8g8 e1g1 f8e8 e2g3 b4c5 g1h1 c8d7 g3e4 c5b6 a2a4 c7c6 a4a5 b6d4 a1d1 d4c3 b2c3 d7f5 f1e1 a8d8 c3c4 c6d5 c4d5 e8e5 e4c3 e5e1 d1e1 d8d7 e1e8,white
g19440,r2qkbnr/pb3ppp/2n1p3/3p2B1/3P4/2NB1N2/PP3PPP/R2QK2R b KQkq - 3 9,f7f6 g5e3 f8b4 e1g1 g8e7 d1c2 e8g8 d3h7 g8f7 h7d3 a8c8 c2e2 f8h8 f1e1 b4d6 h2h3 d8c7 e3d2 e6e5 c3b5 c7b8 d4e5 c6e5 b5d6 b8d6 f3e5 d6e5 e2g4 e5g5 g4d7 f7f8 d7e7 f8g8 d2g5 f6g5 e7b7 c8f8 b7d5 f8f7 e1e8,white
g35301,r1bq1rk1/pp1n2pp/2p5/3p1p2/3Pn3/P1P1PN2/2Q1BPPP/R1B2RK1 w - - 2 12,c3c4 d7f6 c1d2 f6g4 d2b4 f8f7 h2h3 g4h6 c4d5 c6d5 f3e5 f7f6 f1c1 f5f4 c2c7 d8e8 a1b1 c8h3 g2h3 f4e3 f2e3 e4f2 g1g2 f2e4 c7b7 f6f2 g2g1 f2e2 b7d5 g8h8 d5e4 h6f7 g1f1 e2h2 e5f7 e8f7 f1e1 f7f2 e1d1 f2e2,black
g95893,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,f8c5 f1c4 d7d6 e1g1 g8f6 b1c3 e8g8 c3a4 c5b6 d2d3 h7h6 a4b6 a7b6 a2a3 b8c6 h2h3 c6e7 f3h2 e7g6 f2f4 e5f4 c1f4 g6f4 f1f4 f6d7 d3d4 d8g5 d1f3 c7c5 f4f7 f8f7 f3f7 g8h7 f7g8 h7g6 c4f7 g6f6 a1f1 f6e7 g8e8,white
g76892,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 f1c4 g8f6 b1c3 f8c5 h2h3 b8c6 g1f3 d7d6 d2d3 a7a6 c1g5 h7h6 g5h4 g7g5 h4g3 f6h5 g3h2 h5f4 h2f4 g5f4 f3h2 d8h4 d1f3 h8g8 c3d5 c6d4 d5c7 e8d7 c7a8 d4f3 h2f3 h4f2 e1d1 g8g2 c4b3 f2f3 d1e1 f3e2,black
g171847,4k3/5p2/2p3p1/R1P5/P4K2/1P3P2/4r3/8 b - - 3 44,e2b2 a5a8 e8e7 a8b8 b2c2 a4a5 c2c5 a5a6 c5a5 b8b7 e7e6 a6a7 c6c5 b7c7 e6f6 f4g4 f6g7 f3f4 g7f8 c7c8 f8g7 a7a8q a5a8 c8a8 g7f6 a8a6 f6g7 g4g5 c5c4 b3c4 f7f6 a6f6 g7h7 f6g6 h7h8 g5f6 h8h7 f6f7 h7h8 g6h6,white
g9713,8/p5p1/1p3p1p/2p1k3/2K1P3/7P/6P1/8 w - - 5 41,g2g4 e5e4 h3h4 e4f4 g4g5 f6g5 h4g5 f4g5 c4b5 h6h5 b5a6 c5c4 a6a7 c4c3 a7b6 c3c2 b6c5 c2c1q c5d5 h5h4 d5e6 h4h3 e6f7 h3h2 f7g7 h2h1q g7f7 h1f3 f7e6 c1e1 e6d6 f3d3 d6c5 e1c1 c5b4 d3c4 b4a5 c1a3 a5b6 a3a6,black
g43857,8/p7/5k1P/8/4pN2/1P1p2P1/P4PK1/3R4 b - - 2 52,f6f7 g3g4 f7g8 g4g5 g8h7 g2g3 a7a5 g3g4 h7g8 g4h5 e4e3 f2e3 d3d2 d1d2 a5a4 g5g6 a4b3 a2b3 g8f8 d2a2 f8e7 a2a7 e7d6 g6g7 d6e5 g7g8q e5e4 g8e6 e4f3 f4g6 f3e2 a7a2 e2d3 e6d5 d3c3 d5d4 c3b3 a2b2 b3a3 d4b4,white
g71260,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e3 e7e5 b2b3 d7d5 c1b2 f8d6 f2f4 f7f6 f4e5 f6e5 d1h5 g7g6 h5f3 g8f6 h2h3 e8g8 g2g4 f6g4 f3d5 g8g7 h3g4 d8f6 g1e2 b8c6 a2a3 c8g4 b1c3 f6f2 e1d1 f2f1 h1f1 f8f1,black
g8735,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 f1c4 b8c6 g1f3 g8f6 c4b5 f6e4 b5c6 d7c6 f3e5 d8d4 e5d3 e4f6 e1g1 f8d6 d1e2 c8e6 c2c3 d4h4 h2h3 f6g4 e2f3 e6d5 f3e3 e8d7 e3e2 d6h2 g1h1 h4h3 f2f3 h2g3 h1g1 h3h2,black
g132153,4r1k1/3b1p1p/3n2p1/p1pP4/PpP2p1P/1P6/4B1P1/5NK1 w - - 1 33,g1f2 f7f6 h4h5 g6g5 f1d2 d7f5 g2g4 f5c2 h5h6 e8e5 f2f3 e5e3 f3f2 c2b3 d2b3 e3b3 e2d1 b3c3 d1e2 d6c4 e2c4 c3c4 f2f3 c4d4 d5d6 g8f7 d6d7 d4d7 f3e4 c5c4 e4f3 c4c3 f3e4 c3c2 e4f5 c2c1q f5e4 c1c4 e4f5 c4d3,black
g7478,8/8/P1p5/1p6/8/6K1/2k5/1N6 b - - 0 66,c2b1 a6a7 b5b4 a7a8q b4b3 a8c6 b3b2 c6c3 b1a2 c3c4 a2a1 c4c3 a1a2 c3c2 a2a1 c2a4 a1b1 g3f2 b1c1 a4a3 c1c2 a3a2 c2c1 a2c4 c1d1 c4d3 d1c1 d3c3 c1b1 f2e2 b1a1 e2d2 a1a2 c3c2 a2a1 c2a4 a1b1 d2c3 b1c1 a4c2,white
g153506,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4 e7e6 e2e3 d7d5 g1f3 g8f6 a2a3 f8d6 b2b4 h7h6 c2c3 a7a6 c1b2 b7b6 d1c2 c7c5 d4c5 b6c5 b1d2 c5b4 c3b4 c8d7 a1c1 d7b5 f1b5 a6b5 e1g1 e8g8 c2d3 f6e4 d2e4 d5e4 d3e4 d8e7 e4d4 b8d7 d4g7,white
g2735,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 f2f4 b8c6 g1f3 d7d6 f4f5 f7f6 f1c4 c8d7 f3h4 g7g5 d1h5 e8e7 h5f7,white
g36925,rnbqkbnr/1p3ppp/p2p4/2p5/4P3/4QN2/PPP2PPP/RNB1KB1R w KQkq - 0 6,b2b3 b8c6 f1d3 c8e6 e4e5 d6e5 f3g5 g8f6 g5e6 f7e6 e1g1 e5e4 d3e4 d8c7 c2c4 f6g4 e3h3 g4f6 e4g6 e8e7 c1g5 c7e5 g5f6 e5f6 b1d2 f6g6 f1e1 c6d4 d2e4 a8c8 a1d1 c8c6 h3h4 e7e8 a2a4 d4f3 g1h1 f3h4 e4c3 g6g2,black
g75887,8/ppb2rkp/8/P2p4/1P1P4/4Q2P/6P1/R6K b - - 0 35,b7b6 a5b6 a7b6 h1g1 b6b5 a1a7 g7g6 e3e6 g6g7 a7c7 f7c7 e6e5 g7f7 e5c7 f7f6 c7e5 f6g6 e5d5 h7h5 d5e4 g6g5 d4d5 h5h4 d5d6 g5f6 d6d7 f6f7 d7d8r f7f6 d8d6 f6f7 e4e6 f7f8 d6d8 f8g7 d8d7 g7f8 e6e7 f8g8 e7d8,white
g100984,rnbqkbnr/ppp2p1p/4p1p1/3p4/8/1P4P1/PBPPPPBP/RN1QK1NR b KQkq - 1 4,f8g7 b2g7 g8f6 g7h8 d8e7 h8f6 e7f6 b1c3 b7b5 e2e4 b5b4 e4e5 f6e5 c3e2 c8a6 d2d4 e5e2 g1e2 a6e2 e1e2 b8d7 h1e1 e8e7 e2f1 c7c6 d1e2 c6c5 f2f4 c5d4 g2d5 d7f6 d5e6 f7e6 e2e6 e7f8 e6f6 f8g8 e1e7 a8f8 f6g7,white
g66563,r4rk1/p2n1ppp/bq2p3/2p1P3/2Pp4/1P3N1P/P2Q1PP1/RN2R1K1 w - - 0 17,b1a3 a6b7 a3b5 a7a6 b5d6 d7e5 d6e4 e5f3 g2f3 a8d8 g1h2 b6c7 f3f4 b7e4 e1e4 f7f6 a1g1 f8e8 d2d3 g8h8 d3g3 e6e5 f4f5 e8g8 g1d1 a6a5 a2a4 c7b7 h3h4 b7e4 g3h3 e4f4 h2g1 e5e4 h4h5 h7h6 g1f1 e4e3 d1d3 f4f2,black
g118261,r4rk1/pp2ppbp/1q4p1/3pP3/3n4/P2BBP2/1PQ2P1P/R4RK1 w - - 0 15,e3d4 b6d4 a1d1 d4e5 g1h1 e5h5 c2e2 g7e5 e2e5 h5e5 f1g1 e5f4 g1g3 e7e5 d1g1 e5e4 f3e4 d5e4 d3e2 f4f2 e2h5 e4e3 h5g4 e3e2 g3g2 e2e1q g2f2 e1f2 g4h3 f2f3 h3g2 f3f2 g2b7 a8b8 b7g2 b8b2 h2h4 f2h4 g2h3 h4h3,black
g160058,r3k1nr/pp3ppp/n1pbp3/8/3N1qN1/2PP4/PP2BP1P/R2QKR2 b Qkq - 1 15,g8f6 g4f6 f4f6 d4f3 e8g8 d3d4 a6c7 f1g1 f6h6 g1g4 d6h2 g4h4 h6f6 h4h2 c7d5 d1c2 h7h6 e1c1 d5f4 e2c4 a8e8 a2a4 f4d5 c2e4 d5b6 c4d3 f6g6 e4h4 f7f5 d1g1 g6f6 h4h5 b6d5 g1g6 f6f7 h5h6 f7c7 h6h7 g8f7 h7g7,white
g45893,rnbqk2r/ppp1bppp/3p1n2/8/3PPB2/3B1N2/PPP3PP/RN1QK2R b KQkq - 2 6,e8g8 c2c3 h7h6 e1g1 a7a6 b1d2 c7c5 d1e2 c5d4 e4e5 d6e5 f3e5 b8c6 e5c6 b7c6 a1d1 d4c3 b2c3 e7c5 g1h1 f8e8 e2f3 c8b7 d2e4 d8b6 e4f6 g7f6 f3h5 c5f8 f4h6 f8h6 h5h6 e8e5 d3h7 g8h8 h7g6 h8g8 h6h7 g8f8 h7f7,white
g47032,2rq1r1k/p2bp1bp/1p3np1/3PppB1/2B4P/1Q6/PP3PP1/2KR2NR b - - 0 17,e5e4 c1b1 f6g4 h4h5 g4f2 h5g6 f2h1 g6h7 h1f2 d1d2 e4e3 b3e3 f2e4 d2e2 e4g5 e3g5 g7f6 g5h6 d8e8 g2g4 f5g4 e2h2 f6g7 h6h4 e8g6 b1a1 d7f5 g1e2 g7f6 h4g3 c8c4 e2f4 c4f4 g3f4 f6b2 a1b2 f5e4 f4f8 g6g8 f8g8,white
g134460,rnb1k1nr/ppppb1pp/5p2/8/4PB2/3P1N2/PPP1B1PP/RN1Q1RK1 b kq - 3 8,e7d6 g2g3 d6c5 f1f2 b7b6 f4e3 a7a5 e3c5 a8a7 c5b6 d7d6 b6a7 b8a6 d1d2 c8b7 d2a5 b7c6 a5a6 c6b7 a6b7 e8d7 a7b6 d7e6 b1c3 e6e7 b7c7 e7e6 c7c6 g8e7 f3d4 e6f7 c6d6 h8d8 d6d8 f7g6 d4e6 g6h6 d8e7 g7g5 e7f6,white
g66501,rnbqk1nr/pp3ppp/3b4/2p1p3/3pP3/5NN1/PPPP1PPP/R1BQKB1R w KQkq - 0 6,f1c4 b8c6 d2d3 h7h6 e1g1 g8f6 g3f5 c8f5 e4f5 d8d7 f1e1 d7f5 c2c3 e8g8 a2a4 a8d8 a4a5 f8e8 d1b3 e8e7 c1d2 d8e8 b3b5 a7a6 b5b6 e5e4 f3h4 f5g4 g2g3 g7g5 h4g2 g4h3 c4a6 f6g4 a6b7 h3h2 g1f1 e4d3 e1e7 h2h1,black
g111324,2kr1bnr/1ppbqppp/p2p4/n7/3PP3/5N2/PPB2PPP/RNBQR1K1 b - - 0 10,h7h6 b2b4 a5c6 c1d2 g8f6 a2a4 c6a7 d2c3 g7g6 b1d2 f8g7 d1e2 e7f8 c2d3 d6d5 e4e5 f6e8 b4b5 c7c6 b5a6 d7g4 a6b7 c8b8 h2h3 g4f5 d2b3 f7f6 d3f5 g6f5 e5f6 e8f6 e2e5 b8b7 b3c5 b7a8 a1b1 f6e4 e5c7 a7b5 c7b7,white
g78043,8/pp3kp1/3p3p/3P4/8/Pqb5/5PPP/2BRR2K w - - 3 29,e1f1 b7b5 g2g3 b5b4 a3b4 b3b4 h2h4 a7a5 c1e3 a5a4 d1b1 b4e4 h1h2 e4d5 f1d1 d5e5 b1b7 f7g6 b7b6 g6h7 d1d6 a4a3 d6d1 a3a2 b6a6 a2a1q a6a1 c3a1 d1b1 a1d4 e3f4 e5e2 h2h3 e2f2 b1b7 f2f3 b7f7 h6h5 f7b7 f3h1,black
g129296,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4 g7g6 g2g3 f8g7 f1g2 b8c6 g1f3 d7d5 e1g1 c8e6 c2c3 d8d7 f1e1 e8c8 b1d2 g8f6 e2e4 d5e4 d2e4 e6g4 d1b3 f6e4 e1e4 f7f5 e4e6 f5f4 f3e5 c6e5 b3b7,white
g59,8/7p/8/p1k2K2/P1B5/1P5P/5P2/8 b - - 0 41,c5d6 f2f4 d6e7 h3h4 e7f8 h4h5 h7h6 f5g6 f8e7 g6h6 e7f8 h6g6 f8e7 f4f5 e7d6 f5f6 d6d7 f6f7 d7e7 g6g7 e7d6 f7f8q d6e5 f8c5 e5e4 c5a5 e4e3 a5c3 e3e4 c3d3 e4f4 g7f6 f4g4 h5h6 g4h5 h6h7 h5g4 h7h8q g4f4 h8h4,white
g80228,3r2k1/pp4b1/8/2p5/2Ppr3/1P2P1PP/P4P2/3R1RK1 w - - 0 29,e3d4 c5d4 d1d3 e4e2 g1g2 e2a2 f1h1 a2b2 h3h4 g8f7 h4h5 g7h6 d3f3 f7g7 g3g4 d4d3 f3g3 h6g5 h5h6 g7h7 g3f3 d3d2 f3f7 h7g6 f7g7 g6f6 h1h5 d2d1q g7g5 b2f2 g2f2 d8d2 f2e3 d1e1 e3f3 d2f2 f3g3 e1g1 g3h3 f2h2,black
g121138,r1bq1rk1/ppp2ppp/2pb4/8/3Qn3/1P3N2/PBP2PPP/RN3RK1 b - - 1 11,e4f6 h2h3 c6c5 d4d3 a7a5 a2a4 b7b6 b1a3 c7c6 a3c4 c8a6 d3d2 a6c4 b3c4 f6e4 d2d1 d8c7 f1e1 e4f6 b2f6 g7f6 a1a3 g8h8 d1a1 d6e7 a3e3 e7d8 e3e8 f8e8 e1e8 h8g7 f3h4 c7d7 e8e4 d8e7 e4g4 g7h8 a1c1 h7h5 c1h6,white
g1219,r1b1k2r/5pp1/p3p2p/3p4/8/2q5/P1PN1PPP/R2Q1RK1 w kq - 0 15,d2b3 e8g8 b3c1 c3a1 c1d3 a1a2 d3f4 a2a5 d1g4 a5d8 f4h5 d8g5 g4g5 h6g5 f2f4 g5f4 h5f4 a6a5 f1f3 a5a4 f3g3 a4a3 f4h5 g7g6 h5f6 g8g7 f6g4 a3a2 g1f2 a2a1q g4e3 a1d4 g3g4 d4d2 f2f3 c8b7 f3f4 d5d4 h2h4 d2e3,black
g86121,r1bqk1nr/pp1p1ppp/2n1p3/8/1bPNP3/2N5/PP3PPP/R1BQKB1R b KQkq - 2 6,d8h4 d4c6 h4e4 f1e2 e4c6 e1g1 b4c3 b2c3 b7b6 e2f3 d7d5 c4d5 c6c3 d5e6 a8b8 e6f7 e8f7 c1f4 g8f6 f4b8 c8a6 a1c1 c3a3 b8d6 a3a2 f1e1 h8d8 f3h5 g7g6 e1e7 f7g8 d1d4 f6h5 g2g4 d8f8 g4h5 f8f7 e7e8 f7f8 e8f8,white
g1422,r2q1rk1/ppp1bppp/2np1n2/3Pp3/2B5/3PBN1P/PPP2PP1/R2QK2R b KQ - 0 9,c6b8 c4b3 b8d7 c2c4 g7g6 b3c2 f6h5 g2g3 f7f5 e3h6 f8f7 g3g4 f5g4 h3g4 h5f4 d3d4 f4g2 e1f1 g2f4 h6f4 f7f4 h1g1 d8f8 g1g3 a8e8 d1d3 f8h6 g4g5 h6h1 f1e2 e8f8 a1h1 e5d4 g3h3 d7c5 d3g6 h7g6 h3h8 g8g7 h1h7,white
g128144,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5 g1f3 d7d6 h2h3 g8f6 c2c3 c8d7 d1c2 f8e7 d2d4 e5d4 c3d4 h7h6 b1c3 e8g8 f1d3 a7a6 c1e3 c7c5 d4d5 b7b5 c2d2 c5c4 d3c2 b5b4 c3e2 b4b3 a2b3 c4b3 c2b1 a6a5 e3h6 g7h6 d2h6 d7b5 e2f4 f6h7 f4h5 g8h8 h6g7,white
g29271,r2k1b2/1pp5/p4p2/3Pp3/6bP/3P4/PP3Pr1/RNB1K2R w KQ - 1 18,c1e3 g4f3 h1h3 g2g1 e1d2 f3d5 b2b3 f8b4 d2c2 d8d7 a2a3 b4d6 f2f3 g1e1 h4h5 e1e3 h5h6 e3e2 c2c3 a6a5 h6h7 a8h8 b1d2 d6c5 b3b4 c5d4 c3c2 a5a4 a1h1 d5b3 c2c1 d4e3 h3g3 e3d2 c1b2 d2f4 b2c3 f4g3 h1g1 e2c2,black
g57082,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 g1f3 b8c6 f1c4 f7f6 d2d4 e5d4 f3d4 c6e5 c4b3 f8c5 d4f3 e5g4 e1g1 g4f2 f1f2 c5f2 g1f2 g8e7 c1f4 e7g6 f4g3 d7d6 b1c3 c8g4 h2h3 g4h5 d1d5 h5f3 d5f7,white
g100225,r4rk1/p3qppp/4p3/4Q3/8/P7/4N1PP/R4R1K b - - 2 24,a8d8 e2f4 g7g6 a3a4 d8d2 a1e1 f8d8 f4h3 d2a2 h3g5 e7b7 f1g1 d8d5 e5g3 a2a4 e1f1 d5f5 f1f5 e6f5 g3h3 h7h5 h3e3 g8g7 g5f3 a4a5 e3c3 g7h7 c3a5 b7e7 g1e1 e7d7 a5e5 d7b7 f3g5 h7h6 e5f6 b7b4 g5f7 h6h7 f6h8,white
g113927,4r1r1/Np1q1pbk/1n1p1n1p/2p1pPp1/2P3P1/3PB2P/PP1Q1PBK/4RR2 b - - 0 20,e8a8 a7b5 a8a2 b5c3 a2a8 e1a1 a8a1 f1a1 f6e8 a1a7 e5e4 d3e4 g7c3 d2c3 f7f6 e4e5 d6e5 a7b7 d7b7 g2b7 g8g7 b7g2 e8d6 e3c5 d6c4 c5b6 c4b6 c3c6 b6d7 b2b4 e5e4 g2e4 d7e5 c6f6 g7f7 f6e5 f7a7 f5f6 h7g8 e5e8,white
g90637,2r2rk1/pp3ppp/2n1b3/8/1q2N3/5P2/P2QB1PP/R3K2R b KQ - 3 20,b4a4 e1g1 f8d8 d2g5 c6d4 e2d3 d4f5 e4f6 g8f8 f6h7 f8e8 d3f5 d8d5 g5g7 d5f5 h7f6 e8d8 g7f8 d8c7 f1c1 c7b8 c1c8 e6c8 f8d6 b8a8 a1c1 a7a6 c1c8 a8a7 d6b8 a7b6 b8d6 b6a7 f6d7 a6a5 d6b8 a7a6 b8d6 a6a7 d6b6,white
g3149,4r1k1/pp2q1bp/2ppPrp1/1B2n1N1/6P1/1QP4P/PP6/R3R1K1 w - - 0 22,b5f1 h7h6 g5e4 f6e6 a1d1 g8h7 g4g5 e5f3 g1h1 f3e1 d1e1 e6e4 e1d1 e4e1 g5h6 e7e4 h1h2 g7e5 h2g1 e1d1 b3f7 h7h8 f7e8 h8h7 e8f7 h7h6 f7f8 e5g7 f8f2 e4e1 f2g2 e1e3 g1h2 g7e5 h2h1 e3f4 c3c4 d1f1 g2f1 f4f1,black
g111509,rnbq1rk1/1pp1bppp/pn1pp3/4P3/2PP4/2N1BN2/PP2BPPP/R2Q1RK1 b - - 1 9,b8d7 b2b3 d6e5 d4e5 e7c5 d1d2 d8e7 f1d1 a8b8 c3e4 c5e3 d2e3 f7f5 e5f6 d7f6 f3e5 f6e4 e3e4 e7f6 f2f3 f6e7 e2d3 g7g6 d3c2 b6d7 e5g6 h7g6 e4g6 e7g7 g6e6 g8h8 d1d5 g7a1 g1f2 d7f6 d5h5 f6h5 e6h6 h8g8 h6h7,white
g49745,3q1rk1/5ppp/8/p1QbP3/2p2PPP/2PpK3/P3r3/R4R2 w - - 3 26,e3d4 d5g2 d4c4 g2f1 a1f1 e2a2 g4g5 d3d2 f1d1 d8d7 h4h5 d7e6 c4d3 e6f5 d3e3 f5h3 e3e4 h3g2 e4f5 g2e2 c5d5 e2d1 g5g6 h7g6 h5g6 d1c2 f5g4 c2g6 g4f3 g6c2 f3g4 d2d1q g4g5 d1d5 g5h5 c2f5 h5h4 f5f4 h4h3 d5g2,black
g39997,6r1/7p/7k/8/2p5/5Q2/P4R1P/1q3K2 w - - 6 50,f1e2 g8e8 e2d2 b1b2 d2d1 e8d8 d1e1 b2c1 e1e2 d8d2 e2e3 d2d3 e3e2 d3f3 f2f3 c1c2 e2e3 c2a2 e3d4 a2h2 d4c4 h2e2 f3d3 h6g5 c4d4 g5f4 d4c3 f4e4 d3d2 e2e3 c3c2 h7h5 c2d1 e3b3 d1e1 e4f3 d2f2 f3g3 e1f1 b3d1,black
g89821,7k/rb3prp/p4Q2/3PP3/8/PB6/3N1PPP/4R1K1 b - - 0 25,a7a8 e5e6 a8g8 e6f7 g8f8 d5d6 b7g2 e1e8 g2c6 f6g7 h8g7 e8f8 g7f8 f2f3 h7h6 d2e4 c6d7 e4f6 d7c6 d6d7 c6d7 f6d7 f8e7 f7f8q e7d7 f8f7 d7c6 f7d5 c6c7 a3a4 a6a5 b3c4 h6h5 c4b5 h5h4 d5c6 c7b8 b5a6 b8a7 c6b7,white
